dme:Dmel_CG10000	ncbi-geneid:43394
dme:Dmel_CR34559	ncbi-geneid:5740570
dme:Dmel_CR34560	ncbi-geneid:5740697
dme:Dmel_CR34561	ncbi-geneid:5740134
dme:Dmel_CR34562	ncbi-geneid:5740470
dme:Dmel_CR34563	ncbi-geneid:5740645
dme:Dmel_CR34564	ncbi-geneid:5740517
dme:Dmel_CR34565	ncbi-geneid:5740779
dme:Dmel_CR34568	ncbi-geneid:5740157
dme:Dmel_CR34569	ncbi-geneid:5740871
dme:Dmel_CR34570	ncbi-geneid:5740508
dme:Dmel_CR34571	ncbi-geneid:5740734
dme:Dmel_CR34572	ncbi-geneid:5740169
dme:Dmel_CR34573	ncbi-geneid:5740385
dme:Dmel_CR34574	ncbi-geneid:5740620
dme:Dmel_CR34575	ncbi-geneid:5740835
dme:Dmel_CR34576	ncbi-geneid:5740277
dme:Dmel_CR34577	ncbi-geneid:5740100
dme:Dmel_CR34578	ncbi-geneid:5740315
dme:Dmel_CR34579	ncbi-geneid:5740556
dme:Dmel_CR34580	ncbi-geneid:5740767
dme:Dmel_CR34581	ncbi-geneid:5740206
dme:Dmel_CR34582	ncbi-geneid:5740425
dme:Dmel_CR34583	ncbi-geneid:5740659
dme:Dmel_CR34584	ncbi-geneid:5740881
dme:Dmel_CR34585	ncbi-geneid:5740698
dme:Dmel_CR34586	ncbi-geneid:5740137
dme:Dmel_CR34587	ncbi-geneid:5740717
dme:Dmel_CR34588	ncbi-geneid:5740148
dme:Dmel_CR34589	ncbi-geneid:5740376
dme:Dmel_CR34590	ncbi-geneid:5740514
dme:Dmel_CR34591	ncbi-geneid:5740833
dme:Dmel_CR34592	ncbi-geneid:5740222
dme:Dmel_CR34593	ncbi-geneid:5740435
dme:Dmel_CR34594	ncbi-geneid:5740647
dme:Dmel_CR34595	ncbi-geneid:5740865
dme:Dmel_CR34596	ncbi-geneid:5740198
dme:Dmel_CR34597	ncbi-geneid:5740419
dme:Dmel_CR34598	ncbi-geneid:5740768
dme:Dmel_CR34599	ncbi-geneid:5740107
dme:Dmel_CR34600	ncbi-geneid:5740326
dme:Dmel_CR34601	ncbi-geneid:5740486
dme:Dmel_CR34602	ncbi-geneid:5740617
dme:Dmel_CR34603	ncbi-geneid:5740818
dme:Dmel_CR34604	ncbi-geneid:5740160
dme:Dmel_CR34605	ncbi-geneid:5740388
dme:Dmel_CR34606	ncbi-geneid:5740519
dme:Dmel_CR34607	ncbi-geneid:5740675
dme:Dmel_CR34608	ncbi-geneid:5740781
dme:Dmel_CR34609	ncbi-geneid:5740233
dme:Dmel_CR34610	ncbi-geneid:5740351
dme:Dmel_CR34611	ncbi-geneid:5740576
dme:Dmel_CR34612	ncbi-geneid:5740140
dme:Dmel_CR34613	ncbi-geneid:5740263
dme:Dmel_CR34614	ncbi-geneid:5740581
dme:Dmel_CR34615	ncbi-geneid:5740621
dme:Dmel_CR34616	ncbi-geneid:5740829
dme:Dmel_CR34617	ncbi-geneid:5740859
dme:Dmel_CR34618	ncbi-geneid:5740289
dme:Dmel_CR34619	ncbi-geneid:5740305
dme:Dmel_CR34620	ncbi-geneid:5740543
dme:Dmel_CR34621	ncbi-geneid:5740753
dme:Dmel_CR34622	ncbi-geneid:5740191
dme:Dmel_CR34623	ncbi-geneid:5740227
dme:Dmel_CR34624	ncbi-geneid:5740449
dme:Dmel_CR34625	ncbi-geneid:5740770
dme:Dmel_CR34626	ncbi-geneid:5740792
dme:Dmel_CR34627	ncbi-geneid:5740236
dme:Dmel_CR34628	ncbi-geneid:5740459
dme:Dmel_CR34629	ncbi-geneid:5740708
dme:Dmel_CR34630	ncbi-geneid:5740539
dme:Dmel_CR34631	ncbi-geneid:5740506
dme:Dmel_CR34632	ncbi-geneid:5740678
dme:Dmel_CR34633	ncbi-geneid:5740448
dme:Dmel_CR34634	ncbi-geneid:5740639
dme:Dmel_CR34635	ncbi-geneid:5740409
dme:Dmel_CR34636	ncbi-geneid:5740184
dme:Dmel_CR34637	ncbi-geneid:5740683
dme:Dmel_CR34638	ncbi-geneid:5740209
dme:Dmel_CR34639	ncbi-geneid:5740763
dme:Dmel_CR34640	ncbi-geneid:5740127
dme:Dmel_CR34641	ncbi-geneid:5740838
dme:Dmel_CR34642	ncbi-geneid:5740246
dme:Dmel_CR34643	ncbi-geneid:5740754
dme:Dmel_CR34644	ncbi-geneid:5740295
dme:Dmel_CR34645	ncbi-geneid:5740800
dme:Dmel_CR34646	ncbi-geneid:5740641
dme:Dmel_CR34650	ncbi-geneid:5740795
dme:Dmel_CR34651	ncbi-geneid:5740253
dme:Dmel_CR34652	ncbi-geneid:5740202
dme:Dmel_CR34653	ncbi-geneid:5740711
dme:Dmel_CR34654	ncbi-geneid:5740524
dme:Dmel_CR34655	ncbi-geneid:5740396
dme:Dmel_CR34656	ncbi-geneid:5740278
dme:Dmel_CR34657	ncbi-geneid:5740422
dme:Dmel_CR34658	ncbi-geneid:5740670
dme:Dmel_CR34659	ncbi-geneid:5740104
dme:Dmel_CR34660	ncbi-geneid:5740110
dme:Dmel_CR34661	ncbi-geneid:5740382
dme:Dmel_CR34662	ncbi-geneid:5740587
dme:Dmel_CR34663	ncbi-geneid:5740852
dme:Dmel_CR34664	ncbi-geneid:5740292
dme:Dmel_CR34665	ncbi-geneid:5740806
dme:Dmel_CR34666	ncbi-geneid:5740327
dme:Dmel_CR34667	ncbi-geneid:5740145
dme:Dmel_CR34668	ncbi-geneid:5740210
dme:Dmel_CR34669	ncbi-geneid:5740352
dme:Dmel_CR34670	ncbi-geneid:5740255
dme:Dmel_CR34671	ncbi-geneid:5740473
dme:Dmel_CR34672	ncbi-geneid:5740434
dme:Dmel_CR34673	ncbi-geneid:5740190
dme:Dmel_CR34674	ncbi-geneid:5740428
dme:Dmel_CR34675	ncbi-geneid:5740725
dme:Dmel_CR34676	ncbi-geneid:5740251
dme:Dmel_CR34677	ncbi-geneid:5740172
dme:Dmel_CR34678	ncbi-geneid:5740538
dme:Dmel_CR34679	ncbi-geneid:5740863
dme:Dmel_CR34680	ncbi-geneid:5740200
dme:Dmel_CR34681	ncbi-geneid:5740651
dme:Dmel_CR34682	ncbi-geneid:5740666
dme:Dmel_CR34683	ncbi-geneid:5740729
dme:Dmel_CR34684	ncbi-geneid:5740862
dme:Dmel_CR34685	ncbi-geneid:5740250
dme:Dmel_CR34686	ncbi-geneid:5740504
dme:Dmel_CR34687	ncbi-geneid:5740290
dme:Dmel_CR34688	ncbi-geneid:5740487
dme:Dmel_CR34689	ncbi-geneid:5740228
dme:Dmel_CR34690	ncbi-geneid:5740521
dme:Dmel_CR34691	ncbi-geneid:5740268
dme:Dmel_CR34692	ncbi-geneid:5740821
dme:Dmel_CR34693	ncbi-geneid:5740611
dme:Dmel_CR34694	ncbi-geneid:5740381
dme:Dmel_CR34695	ncbi-geneid:5740156
dme:Dmel_CR34696	ncbi-geneid:5740724
dme:Dmel_CR34697	ncbi-geneid:5740674
dme:Dmel_CR34698	ncbi-geneid:5740445
dme:Dmel_CR34699	ncbi-geneid:5740229
dme:Dmel_CR34700	ncbi-geneid:5740785
dme:Dmel_CR34701	ncbi-geneid:5740578
dme:Dmel_CR34702	ncbi-geneid:5740387
dme:Dmel_CR34703	ncbi-geneid:5740604
dme:Dmel_CR34704	ncbi-geneid:5740356
dme:Dmel_CR34705	ncbi-geneid:5740728
dme:Dmel_CR34706	ncbi-geneid:5740358
dme:Dmel_CR34707	ncbi-geneid:5740343
dme:Dmel_CR34708	ncbi-geneid:5740171
dme:Dmel_CR34709	ncbi-geneid:5740701
dme:Dmel_CR34710	ncbi-geneid:5740406
dme:Dmel_CR34711	ncbi-geneid:5740454
dme:Dmel_CR40454	ncbi-geneid:5740577
dme:Dmel_CR41548	ncbi-geneid:5740812
dme:Dmel_CR42254	ncbi-geneid:26067094
dme:Dmel_CR42547	ncbi-geneid:8673989
dme:Dmel_CR42652	ncbi-geneid:10178925
dme:Dmel_CR42738	ncbi-geneid:10178776
dme:Dmel_CR42742	ncbi-geneid:10178878
dme:Dmel_CR42743	ncbi-geneid:10178798
dme:Dmel_CR42804	ncbi-geneid:10178942
dme:Dmel_CR42805	ncbi-geneid:10178808
dme:Dmel_CR42860	ncbi-geneid:10178962
dme:Dmel_CR42871	ncbi-geneid:10178937
dme:Dmel_CR42878	ncbi-geneid:12798410
dme:Dmel_CR42879	ncbi-geneid:12798385
dme:Dmel_CR42880	ncbi-geneid:12798576
dme:Dmel_CR42881	ncbi-geneid:12798041
dme:Dmel_CR42882	ncbi-geneid:12797955
dme:Dmel_CR42883	ncbi-geneid:12798133
dme:Dmel_CR42884	ncbi-geneid:12797871
dme:Dmel_CR42885	ncbi-geneid:12798093
dme:Dmel_CR42886	ncbi-geneid:12797914
dme:Dmel_CR42887	ncbi-geneid:12798077
dme:Dmel_CR42888	ncbi-geneid:12798174
dme:Dmel_CR42889	ncbi-geneid:12798462
dme:Dmel_CR42890	ncbi-geneid:12798357
dme:Dmel_CR42891	ncbi-geneid:12797939
dme:Dmel_CR42892	ncbi-geneid:12798495
dme:Dmel_CR42893	ncbi-geneid:12798306
dme:Dmel_CR42894	ncbi-geneid:12797972
dme:Dmel_CR42895	ncbi-geneid:12798555
dme:Dmel_CR42896	ncbi-geneid:12797920
dme:Dmel_CR42897	ncbi-geneid:12797923
dme:Dmel_CR42898	ncbi-geneid:12798235
dme:Dmel_CR42899	ncbi-geneid:12798017
dme:Dmel_CR42900	ncbi-geneid:12798084
dme:Dmel_CR42901	ncbi-geneid:12798194
dme:Dmel_CR42902	ncbi-geneid:12798273
dme:Dmel_CR42903	ncbi-geneid:12798358
dme:Dmel_CR42904	ncbi-geneid:12798170
dme:Dmel_CR42905	ncbi-geneid:12798509
dme:Dmel_CR42906	ncbi-geneid:12797892
dme:Dmel_CR42907	ncbi-geneid:12798566
dme:Dmel_CR42908	ncbi-geneid:12798175
dme:Dmel_CR42909	ncbi-geneid:12798060
dme:Dmel_CR42910	ncbi-geneid:12798167
dme:Dmel_CR42911	ncbi-geneid:12798493
dme:Dmel_CR42912	ncbi-geneid:12798581
dme:Dmel_CR42913	ncbi-geneid:12798386
dme:Dmel_CR42914	ncbi-geneid:12798237
dme:Dmel_CR42915	ncbi-geneid:12798371
dme:Dmel_CR42916	ncbi-geneid:12798263
dme:Dmel_CR42917	ncbi-geneid:12797986
dme:Dmel_CR42918	ncbi-geneid:12798130
dme:Dmel_CR42919	ncbi-geneid:12798527
dme:Dmel_CR42920	ncbi-geneid:12798561
dme:Dmel_CR42921	ncbi-geneid:12798221
dme:Dmel_CR42922	ncbi-geneid:12798451
dme:Dmel_CR42923	ncbi-geneid:12798176
dme:Dmel_CR42924	ncbi-geneid:12798110
dme:Dmel_CR42925	ncbi-geneid:12798434
dme:Dmel_CR42926	ncbi-geneid:12798552
dme:Dmel_CR42927	ncbi-geneid:12798383
dme:Dmel_CR42928	ncbi-geneid:12798421
dme:Dmel_CR42929	ncbi-geneid:12797975
dme:Dmel_CR42930	ncbi-geneid:12797880
dme:Dmel_CR42931	ncbi-geneid:12798418
dme:Dmel_CR42932	ncbi-geneid:12797983
dme:Dmel_CR42933	ncbi-geneid:12798205
dme:Dmel_CR42934	ncbi-geneid:12798131
dme:Dmel_CR42935	ncbi-geneid:12798179
dme:Dmel_CR42936	ncbi-geneid:12798412
dme:Dmel_CR42937	ncbi-geneid:12797995
dme:Dmel_CR42938	ncbi-geneid:12798161
dme:Dmel_CR42939	ncbi-geneid:12797996
dme:Dmel_CR42940	ncbi-geneid:12798429
dme:Dmel_CR42941	ncbi-geneid:12798217
dme:Dmel_CR42942	ncbi-geneid:12798111
dme:Dmel_CR42943	ncbi-geneid:12798127
dme:Dmel_CR42944	ncbi-geneid:12798220
dme:Dmel_CR42945	ncbi-geneid:12798482
dme:Dmel_CR42946	ncbi-geneid:12798565
dme:Dmel_CR42947	ncbi-geneid:12798295
dme:Dmel_CR42948	ncbi-geneid:12798503
dme:Dmel_CR42949	ncbi-geneid:12798012
dme:Dmel_CR42950	ncbi-geneid:12798568
dme:Dmel_CR42951	ncbi-geneid:12798452
dme:Dmel_CR42952	ncbi-geneid:12798354
dme:Dmel_CR42953	ncbi-geneid:12797982
dme:Dmel_CR42954	ncbi-geneid:12798352
dme:Dmel_CR42955	ncbi-geneid:12798262
dme:Dmel_CR42956	ncbi-geneid:12798464
dme:Dmel_CR42957	ncbi-geneid:12798402
dme:Dmel_CR42958	ncbi-geneid:12798181
dme:Dmel_CR42959	ncbi-geneid:12797869
dme:Dmel_CR42960	ncbi-geneid:12798246
dme:Dmel_CR42961	ncbi-geneid:12798355
dme:Dmel_CR42962	ncbi-geneid:12798241
dme:Dmel_CR42963	ncbi-geneid:12798563
dme:Dmel_CR42964	ncbi-geneid:12798333
dme:Dmel_CR42965	ncbi-geneid:12798448
dme:Dmel_CR42966	ncbi-geneid:12798351
dme:Dmel_CR42967	ncbi-geneid:12798578
dme:Dmel_CR42968	ncbi-geneid:12798086
dme:Dmel_CR42970	ncbi-geneid:12798149
dme:Dmel_CR42971	ncbi-geneid:12797881
dme:Dmel_CR42972	ncbi-geneid:12797956
dme:Dmel_CR42973	ncbi-geneid:12798291
dme:Dmel_CR42974	ncbi-geneid:12798496
dme:Dmel_CR42975	ncbi-geneid:12798417
dme:Dmel_CR42976	ncbi-geneid:12798577
dme:Dmel_CR42977	ncbi-geneid:12798043
dme:Dmel_CR42978	ncbi-geneid:12798030
dme:Dmel_CR42979	ncbi-geneid:12798196
dme:Dmel_CR42980	ncbi-geneid:12797981
dme:Dmel_CR42981	ncbi-geneid:12798453
dme:Dmel_CR42982	ncbi-geneid:12797877
dme:Dmel_CR42983	ncbi-geneid:12798312
dme:Dmel_CR42984	ncbi-geneid:12798411
dme:Dmel_CR42985	ncbi-geneid:12798236
dme:Dmel_CR42986	ncbi-geneid:12798112
dme:Dmel_CR42987	ncbi-geneid:12798529
dme:Dmel_CR42988	ncbi-geneid:12798320
dme:Dmel_CR42989	ncbi-geneid:12798113
dme:Dmel_CR42990	ncbi-geneid:12797988
dme:Dmel_CR42991	ncbi-geneid:12798150
dme:Dmel_CR42992	ncbi-geneid:12798504
dme:Dmel_CR42993	ncbi-geneid:12798277
dme:Dmel_CR42994	ncbi-geneid:12797862
dme:Dmel_CR42995	ncbi-geneid:12798126
dme:Dmel_CR42996	ncbi-geneid:12798204
dme:Dmel_CR42997	ncbi-geneid:12798432
dme:Dmel_CR42998	ncbi-geneid:12798206
dme:Dmel_CR42999	ncbi-geneid:12798247
dme:Dmel_CR43000	ncbi-geneid:12798492
dme:Dmel_CR43001	ncbi-geneid:12798171
dme:Dmel_CR43002	ncbi-geneid:12798378
dme:Dmel_CR43003	ncbi-geneid:12798129
dme:Dmel_CR43004	ncbi-geneid:12798094
dme:Dmel_CR43005	ncbi-geneid:12798368
dme:Dmel_CR43006	ncbi-geneid:12798356
dme:Dmel_CR43007	ncbi-geneid:12798415
dme:Dmel_CR43008	ncbi-geneid:12798183
dme:Dmel_CR43009	ncbi-geneid:12798287
dme:Dmel_CR43010	ncbi-geneid:12798050
dme:Dmel_CR43011	ncbi-geneid:12798029
dme:Dmel_CR43012	ncbi-geneid:12798490
dme:Dmel_CR43013	ncbi-geneid:12798384
dme:Dmel_CR43014	ncbi-geneid:12798322
dme:Dmel_CR43015	ncbi-geneid:12798294
dme:Dmel_CR43016	ncbi-geneid:12798018
dme:Dmel_CR43017	ncbi-geneid:12798128
dme:Dmel_CR43018	ncbi-geneid:12798547
dme:Dmel_CR43019	ncbi-geneid:12798238
dme:Dmel_CR43020	ncbi-geneid:12798299
dme:Dmel_CR43021	ncbi-geneid:12798182
dme:Dmel_CR43022	ncbi-geneid:12797904
dme:Dmel_CR43023	ncbi-geneid:12798380
dme:Dmel_CR43024	ncbi-geneid:12798572
dme:Dmel_CR43025	ncbi-geneid:12798211
dme:Dmel_CR43026	ncbi-geneid:12798261
dme:Dmel_CR43027	ncbi-geneid:12798026
dme:Dmel_CR43028	ncbi-geneid:12798564
dme:Dmel_CR43029	ncbi-geneid:12798013
dme:Dmel_CR43030	ncbi-geneid:12797897
dme:Dmel_CR43031	ncbi-geneid:12798525
dme:Dmel_CR43032	ncbi-geneid:12798300
dme:Dmel_CR43033	ncbi-geneid:12798087
dme:Dmel_CR43034	ncbi-geneid:12797903
dme:Dmel_CR43035	ncbi-geneid:12798016
dme:Dmel_CR43036	ncbi-geneid:12797936
dme:Dmel_CR43037	ncbi-geneid:12798447
dme:Dmel_CR43038	ncbi-geneid:12798506
dme:Dmel_CR43039	ncbi-geneid:12798197
dme:Dmel_CR43040	ncbi-geneid:12798567
dme:Dmel_CR43041	ncbi-geneid:12798132
dme:Dmel_CR43042	ncbi-geneid:12797961
dme:Dmel_CR43043	ncbi-geneid:12798431
dme:Dmel_CR43044	ncbi-geneid:12798011
dme:Dmel_CR43045	ncbi-geneid:12798177
dme:Dmel_CR43046	ncbi-geneid:12798109
dme:Dmel_CR43047	ncbi-geneid:12798353
dme:Dmel_CR43048	ncbi-geneid:12798180
dme:Dmel_CR43152	ncbi-geneid:12797974
dme:Dmel_CR43159	ncbi-geneid:12797909
dme:Dmel_CR43160	ncbi-geneid:12798134
dme:Dmel_CR43243	ncbi-geneid:19834885
dme:Dmel_CR43257	ncbi-geneid:12797864
dme:Dmel_CR43259	ncbi-geneid:12798268
dme:Dmel_CR43269	ncbi-geneid:12798231
dme:Dmel_CR43299	ncbi-geneid:12797984
dme:Dmel_CR43413	ncbi-geneid:12798003
dme:Dmel_CR43425	ncbi-geneid:12798288
dme:Dmel_CR43426	ncbi-geneid:12798470
dme:Dmel_CR43429	ncbi-geneid:12798483
dme:Dmel_CR43430	ncbi-geneid:12798345
dme:Dmel_CR43433	ncbi-geneid:12797922
dme:Dmel_CR43454	ncbi-geneid:12798520
dme:Dmel_CR43460	ncbi-geneid:12797900
dme:Dmel_CR43463	ncbi-geneid:12798215
dme:Dmel_CR43464	ncbi-geneid:12797878
dme:Dmel_CR43465	ncbi-geneid:12798571
dme:Dmel_CR43466	ncbi-geneid:12797865
dme:Dmel_CR43467	ncbi-geneid:12798389
dme:Dmel_CR43468	ncbi-geneid:12798427
dme:Dmel_CR43469	ncbi-geneid:12798426
dme:Dmel_CR43470	ncbi-geneid:12798366
dme:Dmel_CR43471	ncbi-geneid:12798409
dme:Dmel_CR43472	ncbi-geneid:12798424
dme:Dmel_CR43474	ncbi-geneid:12798513
dme:Dmel_CR43476	ncbi-geneid:12798274
dme:Dmel_CR43477	ncbi-geneid:12797891
dme:Dmel_CR43478	ncbi-geneid:12798227
dme:Dmel_CR43480	ncbi-geneid:12798148
dme:Dmel_CR43481	ncbi-geneid:12798374
dme:Dmel_CR43499	ncbi-geneid:12798178
dme:Dmel_CR43500	ncbi-geneid:12798349
dme:Dmel_CR43501	ncbi-geneid:12797987
dme:Dmel_CR43502	ncbi-geneid:12798075
dme:Dmel_CR43503	ncbi-geneid:12798073
dme:Dmel_CR43504	ncbi-geneid:12797954
dme:Dmel_CR43505	ncbi-geneid:12797887
dme:Dmel_CR43506	ncbi-geneid:12798507
dme:Dmel_CR43507	ncbi-geneid:12798335
dme:Dmel_CR43508	ncbi-geneid:12798548
dme:Dmel_CR43509	ncbi-geneid:12798332
dme:Dmel_CR43510	ncbi-geneid:12798423
dme:Dmel_CR43511	ncbi-geneid:12798542
dme:Dmel_CR43512	ncbi-geneid:12798045
dme:Dmel_CR43513	ncbi-geneid:12798313
dme:Dmel_CR43514	ncbi-geneid:12798082
dme:Dmel_CR43515	ncbi-geneid:12797976
dme:Dmel_CR43516	ncbi-geneid:12798100
dme:Dmel_CR43517	ncbi-geneid:12798103
dme:Dmel_CR43518	ncbi-geneid:12798027
dme:Dmel_CR43519	ncbi-geneid:12798091
dme:Dmel_CR43520	ncbi-geneid:12798096
dme:Dmel_CR43521	ncbi-geneid:12798033
dme:Dmel_CR43522	ncbi-geneid:12798499
dme:Dmel_CR43523	ncbi-geneid:12797989
dme:Dmel_CR43524	ncbi-geneid:12798446
dme:Dmel_CR43525	ncbi-geneid:12798116
dme:Dmel_CR43526	ncbi-geneid:12798162
dme:Dmel_CR43527	ncbi-geneid:12798095
dme:Dmel_CR43528	ncbi-geneid:12797861
dme:Dmel_CR43529	ncbi-geneid:12798053
dme:Dmel_CR43530	ncbi-geneid:12798117
dme:Dmel_CR43531	ncbi-geneid:12797863
dme:Dmel_CR43532	ncbi-geneid:12797882
dme:Dmel_CR43533	ncbi-geneid:12797980
dme:Dmel_CR43534	ncbi-geneid:12798203
dme:Dmel_CR43535	ncbi-geneid:12798067
dme:Dmel_CR43536	ncbi-geneid:12798143
dme:Dmel_CR43537	ncbi-geneid:12798092
dme:Dmel_CR43538	ncbi-geneid:12798370
dme:Dmel_CR43539	ncbi-geneid:12798511
dme:Dmel_CR43540	ncbi-geneid:12798234
dme:Dmel_CR43541	ncbi-geneid:12798373
dme:Dmel_CR43542	ncbi-geneid:12798387
dme:Dmel_CR43543	ncbi-geneid:12798090
dme:Dmel_CR43544	ncbi-geneid:12798212
dme:Dmel_CR43545	ncbi-geneid:12798314
dme:Dmel_CR43546	ncbi-geneid:12798303
dme:Dmel_CR43547	ncbi-geneid:12798051
dme:Dmel_CR43548	ncbi-geneid:12797944
dme:Dmel_CR43549	ncbi-geneid:12798531
dme:Dmel_CR43550	ncbi-geneid:12798048
dme:Dmel_CR43551	ncbi-geneid:12798089
dme:Dmel_CR43552	ncbi-geneid:12798290
dme:Dmel_CR43553	ncbi-geneid:12798014
dme:Dmel_CR43554	ncbi-geneid:12798200
dme:Dmel_CR43555	ncbi-geneid:12797915
dme:Dmel_CR43556	ncbi-geneid:12798163
dme:Dmel_CR43557	ncbi-geneid:12798377
dme:Dmel_CR43558	ncbi-geneid:12798471
dme:Dmel_CR43559	ncbi-geneid:12797905
dme:Dmel_CR43560	ncbi-geneid:12798559
dme:Dmel_CR43561	ncbi-geneid:12798489
dme:Dmel_CR43562	ncbi-geneid:12798558
dme:Dmel_CR43563	ncbi-geneid:12797957
dme:Dmel_CR43564	ncbi-geneid:12798286
dme:Dmel_CR43565	ncbi-geneid:12798535
dme:Dmel_CR43566	ncbi-geneid:12798147
dme:Dmel_CR43567	ncbi-geneid:12798388
dme:Dmel_CR43568	ncbi-geneid:12798040
dme:Dmel_CR43569	ncbi-geneid:12798524
dme:Dmel_CR43570	ncbi-geneid:12798055
dme:Dmel_CR43571	ncbi-geneid:12797925
dme:Dmel_CR43572	ncbi-geneid:12798508
dme:Dmel_CR43573	ncbi-geneid:12798169
dme:Dmel_CR43574	ncbi-geneid:12798444
dme:Dmel_CR43575	ncbi-geneid:12798497
dme:Dmel_CR43576	ncbi-geneid:12798554
dme:Dmel_CR43577	ncbi-geneid:12798321
dme:Dmel_CR43578	ncbi-geneid:12798382
dme:Dmel_CR43579	ncbi-geneid:12798346
dme:Dmel_CR43580	ncbi-geneid:12797868
dme:Dmel_CR43581	ncbi-geneid:12798397
dme:Dmel_CR43582	ncbi-geneid:12798582
dme:Dmel_CR43583	ncbi-geneid:12798165
dme:Dmel_CR43584	ncbi-geneid:12798166
dme:Dmel_CR43585	ncbi-geneid:12798543
dme:Dmel_CR43586	ncbi-geneid:12798560
dme:Dmel_CR43587	ncbi-geneid:12798443
dme:Dmel_CR43588	ncbi-geneid:12798342
dme:Dmel_CR43589	ncbi-geneid:12798032
dme:Dmel_CR43590	ncbi-geneid:12797958
dme:Dmel_CR43591	ncbi-geneid:12798553
dme:Dmel_CR43592	ncbi-geneid:12798083
dme:Dmel_CR43593	ncbi-geneid:12797924
dme:Dmel_CR43594	ncbi-geneid:12798070
dme:Dmel_CR43595	ncbi-geneid:12797886
dme:Dmel_CR43596	ncbi-geneid:12798398
dme:Dmel_CR43597	ncbi-geneid:12798399
dme:Dmel_CR43598	ncbi-geneid:12798400
dme:Dmel_CR43599	ncbi-geneid:12798244
dme:Dmel_CR43600	ncbi-geneid:12798416
dme:Dmel_CR43601	ncbi-geneid:12798435
dme:Dmel_CR43602	ncbi-geneid:12798455
dme:Dmel_CR43603	ncbi-geneid:12798362
dme:Dmel_CR43609	ncbi-geneid:12797867
dme:Dmel_CR43614	ncbi-geneid:12798114
dme:Dmel_CR43615	ncbi-geneid:12797951
dme:Dmel_CR43616	ncbi-geneid:12798519
dme:Dmel_CR43628	ncbi-geneid:12798245
dme:Dmel_CR43629	ncbi-geneid:12798226
dme:Dmel_CR43636	ncbi-geneid:12797973
dme:Dmel_CR43637	ncbi-geneid:12798097
dme:Dmel_CR43683	ncbi-geneid:14462735
dme:Dmel_CR43701	ncbi-geneid:14462826
dme:Dmel_CR43708	ncbi-geneid:14462681
dme:Dmel_CR43712	ncbi-geneid:14462351
dme:Dmel_CR43723	ncbi-geneid:14462565
dme:Dmel_CR43728	ncbi-geneid:14462593
dme:Dmel_CR43730	ncbi-geneid:14462594
dme:Dmel_CR43735	ncbi-geneid:14462624
dme:Dmel_CR43767	ncbi-geneid:14462658
dme:Dmel_CR43786	ncbi-geneid:14462618
dme:Dmel_CR43787	ncbi-geneid:14462633
dme:Dmel_CR43806	ncbi-geneid:14462784
dme:Dmel_CR43809	ncbi-geneid:14462811
dme:Dmel_CR43812	ncbi-geneid:14462610
dme:Dmel_CR43820	ncbi-geneid:14462702
dme:Dmel_CR43824	ncbi-geneid:14462700
dme:Dmel_CR43833	ncbi-geneid:14462399
dme:Dmel_CR43842	ncbi-geneid:14462412
dme:Dmel_CR43864	ncbi-geneid:14462376
dme:Dmel_CR43865	ncbi-geneid:14462730
dme:Dmel_CR43866	ncbi-geneid:14462709
dme:Dmel_CR43868	ncbi-geneid:14462853
dme:Dmel_CR43872	ncbi-geneid:14462890
dme:Dmel_CR43875	ncbi-geneid:14462891
dme:Dmel_CR43876	ncbi-geneid:14462888
dme:Dmel_CR43877	ncbi-geneid:14462903
dme:Dmel_CR43885	ncbi-geneid:14462886
dme:Dmel_CR43889	ncbi-geneid:14462887
dme:Dmel_CR43891	ncbi-geneid:14462873
dme:Dmel_CR43898	ncbi-geneid:14462592
dme:Dmel_CR43903	ncbi-geneid:14462513
dme:Dmel_CR43906	ncbi-geneid:14462375
dme:Dmel_CR43908	ncbi-geneid:14462395
dme:Dmel_CR43916	ncbi-geneid:14462829
dme:Dmel_CR43926	ncbi-geneid:14462708
dme:Dmel_CR43933	ncbi-geneid:19835596
dme:Dmel_CR43936	ncbi-geneid:19835576
dme:Dmel_CR43944	ncbi-geneid:14462892
dme:Dmel_CR43948	ncbi-geneid:14462575
dme:Dmel_CR43957	ncbi-geneid:14462350
dme:Dmel_CR43959	ncbi-geneid:14462393
dme:Dmel_CR43964	ncbi-geneid:14462604
dme:Dmel_CR43971	ncbi-geneid:14462866
dme:Dmel_CR43979	ncbi-geneid:14462907
dme:Dmel_CR43981	ncbi-geneid:14462408
dme:Dmel_CR44018	ncbi-geneid:14462448
dme:Dmel_CR44019	ncbi-geneid:14462435
dme:Dmel_CR44020	ncbi-geneid:14462444
dme:Dmel_CR44021	ncbi-geneid:14462518
dme:Dmel_CR44027	ncbi-geneid:14462354
dme:Dmel_CR44029	ncbi-geneid:14462359
dme:Dmel_CR44030	ncbi-geneid:14462360
dme:Dmel_CR44031	ncbi-geneid:14462361
dme:Dmel_CR44035	ncbi-geneid:14462446
dme:Dmel_CR44045	ncbi-geneid:14462527
dme:Dmel_CR44046	ncbi-geneid:14462528
dme:Dmel_CR44047	ncbi-geneid:14462491
dme:Dmel_CR44049	ncbi-geneid:14462524
dme:Dmel_CR44052	ncbi-geneid:14462514
dme:Dmel_CR44053	ncbi-geneid:14462402
dme:Dmel_CR44054	ncbi-geneid:14462394
dme:Dmel_CR44062	ncbi-geneid:14462506
